date,Open,High,Low,Close,Adj Close,Volume
2000-07-12,33.779999,33.779999,33.779999,33.779999,23.731705,0
2000-07-13,33.930000,33.930000,33.930000,33.930000,23.837084,0
2000-07-14,34.250000,34.250000,34.250000,34.250000,24.061899,0
2000-07-17,34.290001,34.290001,34.290001,34.290001,24.090000,0
2000-07-18,33.849998,33.849998,33.849998,33.849998,23.780878,0
2000-07-19,33.480000,33.480000,33.480000,33.480000,23.520941,0
2000-07-20,33.919998,33.919998,33.919998,33.919998,23.830057,0
2000-07-21,33.480000,33.480000,33.480000,33.480000,23.520941,0
2000-07-24,33.029999,33.029999,33.029999,33.029999,23.204802,0
2000-07-25,33.200001,33.200001,33.200001,33.200001,23.324230,0
2000-07-26,32.790001,32.790001,32.790001,32.790001,23.036184,0
2000-07-27,32.529999,32.529999,32.529999,32.529999,22.853527,0
2000-07-28,31.809999,31.809999,31.809999,31.809999,22.347696,0
2000-07-31,32.139999,32.139999,32.139999,32.139999,22.579536,0
2000-08-01,32.220001,32.220001,32.220001,32.220001,22.635752,0
2000-08-02,32.240002,32.240002,32.240002,32.240002,22.649794,0
2000-08-03,32.570000,32.570000,32.570000,32.570000,22.881638,0
2000-08-04,32.849998,32.849998,32.849998,32.849998,23.078342,0
2000-08-07,33.230000,33.230000,33.230000,33.230000,23.345306,0
2000-08-08,33.270000,33.270000,33.270000,33.270000,23.373409,0
2000-08-09,33.070000,33.070000,33.070000,33.070000,23.232903,0
2000-08-10,32.770000,32.770000,32.770000,32.770000,23.022146,0
2000-08-11,33.070000,33.070000,33.070000,33.070000,23.232903,0
2000-08-14,33.480000,33.480000,33.480000,33.480000,23.520941,0
2000-08-15,33.330002,33.330002,33.330002,33.330002,23.415565,0
2000-08-16,33.270000,33.270000,33.270000,33.270000,23.373409,0
2000-08-17,33.650002,33.650002,33.650002,33.650002,23.640369,0
2000-08-18,33.570000,33.570000,33.570000,33.570000,23.584173,0
2000-08-21,33.720001,33.720001,33.720001,33.720001,23.689548,0
2000-08-22,33.720001,33.720001,33.720001,33.720001,23.689548,0
2000-08-23,33.910000,33.910000,33.910000,33.910000,23.823034,0
2000-08-24,34.029999,34.029999,34.029999,34.029999,23.907339,0
2000-08-25,34.020000,34.020000,34.020000,34.020000,23.900307,0
2000-08-28,34.180000,34.180000,34.180000,34.180000,24.012722,0
2000-08-29,34.150002,34.150002,34.150002,34.150002,23.991632,0
2000-08-30,34.099998,34.099998,34.099998,34.099998,23.956514,0
2000-08-31,34.480000,34.480000,34.480000,34.480000,24.223475,0
2000-09-01,34.599998,34.599998,34.599998,34.599998,24.307785,0
2000-09-05,34.290001,34.290001,34.290001,34.290001,24.090000,0
2000-09-06,33.919998,33.919998,33.919998,33.919998,23.830057,0
2000-09-07,34.189999,34.189999,34.189999,34.189999,24.019743,0
2000-09-08,33.939999,33.939999,33.939999,33.939999,23.844109,0
2000-09-11,33.810001,33.810001,33.810001,33.810001,23.752781,0
2000-09-12,33.669998,33.669998,33.669998,33.669998,23.654423,0
2000-09-13,33.759998,33.759998,33.759998,33.759998,23.717651,0
2000-09-14,33.759998,33.759998,33.759998,33.759998,23.717651,0
2000-09-15,33.369999,33.369999,33.369999,33.369999,23.443663,0
2000-09-18,32.779999,32.779999,32.779999,32.779999,23.029165,0
2000-09-19,33.189999,33.189999,33.189999,33.189999,23.317202,0
2000-09-20,33.060001,33.060001,33.060001,33.060001,23.225876,0
2000-09-21,32.930000,32.930000,32.930000,32.930000,23.134542,0
2000-09-22,32.939999,32.939999,32.939999,32.939999,23.204987,0
2000-09-25,32.759998,32.759998,32.759998,32.759998,23.078188,0
2000-09-26,32.459999,32.459999,32.459999,32.459999,22.866854,0
2000-09-27,32.419998,32.419998,32.419998,32.419998,22.838669,0
2000-09-28,33.189999,33.189999,33.189999,33.189999,23.381109,0
2000-09-29,32.779999,32.779999,32.779999,32.779999,23.092279,0
2000-10-02,32.560001,32.560001,32.560001,32.560001,22.937294,0
2000-10-03,32.180000,32.180000,32.180000,32.180000,22.669598,0
2000-10-04,32.400002,32.400002,32.400002,32.400002,22.824577,0
2000-10-05,32.330002,32.330002,32.330002,32.330002,22.775269,0
2000-10-06,31.650000,31.650000,31.650000,31.650000,22.296230,0
2000-10-09,31.549999,31.549999,31.549999,31.549999,22.225782,0
2000-10-10,31.120001,31.120001,31.120001,31.120001,21.922869,0
2000-10-11,30.590000,30.590000,30.590000,30.590000,21.549509,0
2000-10-12,29.760000,29.760000,29.760000,29.760000,20.964798,0
2000-10-13,30.860001,30.860001,30.860001,30.860001,21.739716,0
2000-10-16,30.940001,30.940001,30.940001,30.940001,21.796062,0
2000-10-17,30.340000,30.340000,30.340000,30.340000,21.373388,0
2000-10-18,30.120001,30.120001,30.120001,30.120001,21.218410,0
2000-10-19,31.200001,31.200001,31.200001,31.200001,21.979235,0
2000-10-20,31.480000,31.480000,31.480000,31.480000,22.176472,0
2000-10-23,31.490000,31.490000,31.490000,31.490000,22.183519,0
2000-10-24,31.450001,31.450001,31.450001,31.450001,22.155342,0
2000-10-25,30.690001,30.690001,30.690001,30.690001,21.619955,0
2000-10-26,30.709999,30.709999,30.709999,30.709999,21.634033,0
2000-10-27,31.020000,31.020000,31.020000,31.020000,21.852428,0
2000-10-30,31.270000,31.270000,31.270000,31.270000,22.028542,0
2000-10-31,32.110001,32.110001,32.110001,32.110001,22.620285,0
2000-11-01,31.959999,31.959999,31.959999,31.959999,22.514614,0
2000-11-02,32.290001,32.290001,32.290001,32.290001,22.747091,0
2000-11-03,32.270000,32.270000,32.270000,32.270000,22.733006,0
2000-11-06,32.330002,32.330002,32.330002,32.330002,22.775269,0
2000-11-07,32.330002,32.330002,32.330002,32.330002,22.775269,0
2000-11-08,31.719999,31.719999,31.719999,31.719999,22.345547,0
2000-11-09,31.430000,31.430000,31.430000,31.430000,22.141251,0
2000-11-10,30.610001,30.610001,30.610001,30.610001,21.563589,0
2000-11-13,30.219999,30.219999,30.219999,30.219999,21.288857,0
2000-11-14,31.010000,31.010000,31.010000,31.010000,21.845379,0
2000-11-15,31.200001,31.200001,31.200001,31.200001,21.979235,0
2000-11-16,30.700001,30.700001,30.700001,30.700001,21.626993,0
2000-11-17,30.559999,30.559999,30.559999,30.559999,21.528366,0
2000-11-20,29.840000,29.840000,29.840000,29.840000,21.021158,0
2000-11-21,29.840000,29.840000,29.840000,29.840000,21.021158,0
2000-11-22,29.230000,29.230000,29.230000,29.230000,20.591434,0
2000-11-24,29.830000,29.830000,29.830000,29.830000,21.014112,0
2000-11-27,29.930000,29.930000,29.930000,29.930000,21.084562,0
2000-11-28,29.450001,29.450001,29.450001,29.450001,20.746410,0
2000-11-29,29.510000,29.510000,29.510000,29.510000,20.788685,0
2000-11-30,28.930000,28.930000,28.930000,28.930000,20.380098,0
2000-12-01,29.080000,29.080000,29.080000,29.080000,20.485765,0
2000-12-04,29.190001,29.190001,29.190001,29.190001,20.563253,0
2000-12-05,30.480000,30.480000,30.480000,30.480000,21.472015,0
2000-12-06,29.950001,29.950001,29.950001,29.950001,21.098648,0
2000-12-07,29.780001,29.780001,29.780001,29.780001,20.978888,0
2000-12-08,30.590000,30.590000,30.590000,30.590000,21.549509,0
2000-12-11,30.959999,30.959999,30.959999,30.959999,21.810150,0
2000-12-12,30.650000,30.650000,30.650000,30.650000,21.591778,0
2000-12-13,30.320000,30.320000,30.320000,30.320000,21.359303,0
2000-12-14,29.799999,29.799999,29.799999,29.799999,20.992987,0
2000-12-15,29.230000,29.230000,29.230000,29.230000,20.591434,0
2000-12-18,29.440001,29.440001,29.440001,29.440001,20.739374,0
2000-12-19,28.980000,28.980000,28.980000,28.980000,20.415321,0
2000-12-20,27.799999,27.799999,27.799999,27.799999,19.649136,0
2000-12-21,27.950001,27.950001,27.950001,27.950001,19.755163,0
2000-12-22,28.790001,28.790001,28.790001,28.790001,20.348877,0
2000-12-26,28.969999,28.969999,28.969999,28.969999,20.476110,0
2000-12-27,29.360001,29.360001,29.360001,29.360001,20.751751,0
2000-12-28,29.629999,29.629999,29.629999,29.629999,20.942595,0
2000-12-29,29.260000,29.260000,29.260000,29.260000,20.681084,0
2001-01-02,28.270000,28.270000,28.270000,28.270000,19.981342,0
2001-01-03,29.760000,29.760000,29.760000,29.760000,21.034479,0
2001-01-04,29.389999,29.389999,29.389999,29.389999,20.772964,0
2001-01-05,28.540001,28.540001,28.540001,28.540001,20.172174,0
2001-01-08,28.459999,28.459999,28.459999,28.459999,20.115629,0
2001-01-09,28.600000,28.600000,28.600000,28.600000,20.214588,0
2001-01-10,29.020000,29.020000,29.020000,29.020000,20.511446,0
2001-01-11,29.410000,29.410000,29.410000,29.410000,20.787107,0
2001-01-12,29.290001,29.290001,29.290001,29.290001,20.702288,0
2001-01-16,29.500000,29.500000,29.500000,29.500000,20.850710,0
2001-01-17,29.600000,29.600000,29.600000,29.600000,20.921400,0
2001-01-18,29.940001,29.940001,29.940001,29.940001,21.161705,0
2001-01-19,29.780001,29.780001,29.780001,29.780001,21.048620,0
2001-01-22,29.799999,29.799999,29.799999,29.799999,21.062757,0
2001-01-23,30.270000,30.270000,30.270000,30.270000,21.394951,0
2001-01-24,30.370001,30.370001,30.370001,30.370001,21.465628,0
2001-01-25,30.160000,30.160000,30.160000,30.160000,21.317204,0
2001-01-26,30.129999,30.129999,30.129999,30.129999,21.295994,0
2001-01-29,30.400000,30.400000,30.400000,30.400000,21.486834,0
2001-01-30,30.590000,30.590000,30.590000,30.590000,21.621132,0
2001-01-31,30.379999,30.379999,30.379999,30.379999,21.472704,0
2001-02-01,30.510000,30.510000,30.510000,30.510000,21.564583,0
2001-02-02,29.940001,29.940001,29.940001,29.940001,21.161705,0
2001-02-05,30.010000,30.010000,30.010000,30.010000,21.211176,0
2001-02-06,30.030001,30.030001,30.030001,30.030001,21.225321,0
2001-02-07,29.799999,29.799999,29.799999,29.799999,21.062757,0
2001-02-08,29.600000,29.600000,29.600000,29.600000,20.921400,0
2001-02-09,29.190001,29.190001,29.190001,29.190001,20.631605,0
2001-02-12,29.500000,29.500000,29.500000,29.500000,20.850710,0
2001-02-13,29.250000,29.250000,29.250000,29.250000,20.674004,0
2001-02-14,29.240000,29.240000,29.240000,29.240000,20.666943,0
2001-02-15,29.520000,29.520000,29.520000,29.520000,20.864851,0
2001-02-16,28.969999,28.969999,28.969999,28.969999,20.476110,0
2001-02-20,28.440001,28.440001,28.440001,28.440001,20.101503,0
2001-02-21,27.920000,27.920000,27.920000,27.920000,19.733961,0
2001-02-22,27.799999,27.799999,27.799999,27.799999,19.649136,0
2001-02-23,27.690001,27.690001,27.690001,27.690001,19.571394,0
2001-02-26,28.230000,28.230000,28.230000,28.230000,19.953062,0
2001-02-27,27.920000,27.920000,27.920000,27.920000,19.733961,0
2001-02-28,27.520000,27.520000,27.520000,27.520000,19.451242,0
2001-03-01,27.530001,27.530001,27.530001,27.530001,19.458309,0
2001-03-02,27.400000,27.400000,27.400000,27.400000,19.366425,0
2001-03-05,27.549999,27.549999,27.549999,27.549999,19.472448,0
2001-03-06,27.840000,27.840000,27.840000,27.840000,19.677420,0
2001-03-07,28.010000,28.010000,28.010000,28.010000,19.797575,0
2001-03-08,27.990000,27.990000,27.990000,27.990000,19.783440,0
2001-03-09,27.309999,27.309999,27.309999,27.309999,19.302811,0
2001-03-12,26.150000,26.150000,26.150000,26.150000,18.482922,0
2001-03-13,26.549999,26.549999,26.549999,26.549999,18.765636,0
2001-03-14,25.900000,25.900000,25.900000,25.900000,18.306211,0
2001-03-15,25.990000,25.990000,25.990000,25.990000,18.369831,0
2001-03-16,25.379999,25.379999,25.379999,25.379999,17.987127,0
2001-03-19,25.850000,25.850000,25.850000,25.850000,18.320219,0
2001-03-20,25.250000,25.250000,25.250000,25.250000,17.894993,0
2001-03-21,24.780001,24.780001,24.780001,24.780001,17.561893,0
2001-03-22,24.670000,24.670000,24.670000,24.670000,17.483938,0
2001-03-23,25.180000,25.180000,25.180000,25.180000,17.845377,0
2001-03-26,25.459999,25.459999,25.459999,25.459999,18.043819,0
2001-03-27,26.070000,26.070000,26.070000,26.070000,18.476133,0
2001-03-28,25.410000,25.410000,25.410000,25.410000,18.008390,0
2001-03-29,25.290001,25.290001,25.290001,25.290001,17.923342,0
2001-03-30,25.600000,25.600000,25.600000,25.600000,18.143047,0
2001-04-02,25.200001,25.200001,25.200001,25.200001,17.859560,0
2001-04-03,24.290001,24.290001,24.290001,24.290001,17.214632,0
2001-04-04,24.209999,24.209999,24.209999,24.209999,17.157930,0
2001-04-05,25.330000,25.330000,25.330000,25.330000,17.951693,0
2001-04-06,24.820000,24.820000,24.820000,24.820000,17.590242,0
2001-04-09,25.040001,25.040001,25.040001,25.040001,17.746164,0
2001-04-10,25.740000,25.740000,25.740000,25.740000,18.242266,0
2001-04-11,25.709999,25.709999,25.709999,25.709999,18.221003,0
2001-04-12,26.100000,26.100000,26.100000,26.100000,18.497406,0
2001-04-16,25.990000,25.990000,25.990000,25.990000,18.419434,0
2001-04-17,26.270000,26.270000,26.270000,26.270000,18.617882,0
2001-04-18,27.290001,27.290001,27.290001,27.290001,19.340769,0
2001-04-19,27.670000,27.670000,27.670000,27.670000,19.610079,0
2001-04-20,27.440001,27.440001,27.440001,27.440001,19.447073,0
2001-04-23,27.000000,27.000000,27.000000,27.000000,19.135242,0
2001-04-24,26.700001,26.700001,26.700001,26.700001,18.922626,0
2001-04-25,27.139999,27.139999,27.139999,27.139999,19.234467,0
2001-04-26,27.280001,27.280001,27.280001,27.280001,19.333685,0
2001-04-27,27.680000,27.680000,27.680000,27.680000,19.617167,0
2001-04-30,27.690001,27.690001,27.690001,27.690001,19.624249,0
2001-05-01,28.070000,28.070000,28.070000,28.070000,19.893562,0
2001-05-02,28.150000,28.150000,28.150000,28.150000,19.950256,0
2001-05-03,27.719999,27.719999,27.719999,27.719999,19.645508,0
2001-05-04,28.120001,28.120001,28.120001,28.120001,19.929003,0
2001-05-07,28.030001,28.030001,28.030001,28.030001,19.865204,0
2001-05-08,28.000000,28.000000,28.000000,28.000000,19.843958,0
2001-05-09,27.870001,27.870001,27.870001,27.870001,19.751814,0
2001-05-10,27.860001,27.860001,27.860001,27.860001,19.744738,0
2001-05-11,27.660000,27.660000,27.660000,27.660000,19.602987,0
2001-05-14,27.070000,27.070000,27.070000,27.070000,19.184847,0
2001-05-15,27.730000,27.730000,27.730000,27.730000,19.652601,0
2001-05-16,28.490000,28.490000,28.490000,28.490000,20.191221,0
2001-05-17,28.639999,28.639999,28.639999,28.639999,20.297522,0
2001-05-18,28.709999,28.709999,28.709999,28.709999,20.347136,0
2001-05-21,29.240000,29.240000,29.240000,29.240000,20.722754,0
2001-05-22,29.200001,29.200001,29.200001,29.200001,20.694408,0
2001-05-23,28.709999,28.709999,28.709999,28.709999,20.347136,0
2001-05-24,28.820000,28.820000,28.820000,28.820000,20.425091,0
2001-05-25,28.530001,28.530001,28.530001,28.530001,20.219572,0
2001-05-29,28.240000,28.240000,28.240000,28.240000,20.014046,0
2001-05-30,27.760000,27.760000,27.760000,27.760000,19.673864,0
2001-05-31,27.969999,27.969999,27.969999,27.969999,19.822691,0
2001-06-01,28.110001,28.110001,28.110001,28.110001,19.921906,0
2001-06-04,28.260000,28.260000,28.260000,28.260000,20.028215,0
2001-06-05,28.670000,28.670000,28.670000,28.670000,20.318787,0
2001-06-06,28.400000,28.400000,28.400000,28.400000,20.127438,0
2001-06-07,28.549999,28.549999,28.549999,28.549999,20.233746,0
2001-06-08,28.280001,28.280001,28.280001,28.280001,20.042398,0
2001-06-11,28.010000,28.010000,28.010000,28.010000,19.851044,0
2001-06-12,28.030001,28.030001,28.030001,28.030001,19.865204,0
2001-06-13,27.740000,27.740000,27.740000,27.740000,19.659691,0
2001-06-14,27.200001,27.200001,27.200001,27.200001,19.276989,0
2001-06-15,27.080000,27.080000,27.080000,27.080000,19.191936,0
2001-06-18,26.930000,26.930000,26.930000,26.930000,19.085634,0
2001-06-19,26.980000,26.980000,26.980000,26.980000,19.121073,0
2001-06-20,27.270000,27.270000,27.270000,27.270000,19.326595,0
2001-06-21,27.540001,27.540001,27.540001,27.540001,19.517939,0
2001-06-22,27.209999,27.209999,27.209999,27.209999,19.327583,0
2001-06-25,27.059999,27.059999,27.059999,27.059999,19.221035,0
2001-06-26,27.070000,27.070000,27.070000,27.070000,19.228134,0
2001-06-27,27.010000,27.010000,27.010000,27.010000,19.185516,0
2001-06-28,27.360001,27.360001,27.360001,27.360001,19.434120,0
2001-06-29,27.450001,27.450001,27.450001,27.450001,19.498056,0
2001-07-02,27.610001,27.610001,27.610001,27.610001,19.611706,0
2001-07-03,27.559999,27.559999,27.559999,27.559999,19.576191,0
2001-07-05,27.230000,27.230000,27.230000,27.230000,19.341787,0
2001-07-06,26.610001,26.610001,26.610001,26.610001,18.901390,0
2001-07-09,26.770000,26.770000,26.770000,26.770000,19.015049,0
2001-07-10,26.379999,26.379999,26.379999,26.379999,18.738026,0
2001-07-11,26.340000,26.340000,26.340000,26.340000,18.709612,0
2001-07-12,26.980000,26.980000,26.980000,26.980000,19.164211,0
2001-07-13,27.129999,27.129999,27.129999,27.129999,19.270744,0
2001-07-16,26.820000,26.820000,26.820000,26.820000,19.050556,0
2001-07-17,27.100000,27.100000,27.100000,27.100000,19.249443,0
2001-07-18,26.920000,26.920000,26.920000,26.920000,19.121592,0
2001-07-19,27.070000,27.070000,27.070000,27.070000,19.228134,0
2001-07-20,26.990000,26.990000,26.990000,26.990000,19.171314,0
2001-07-23,26.580000,26.580000,26.580000,26.580000,18.880075,0
2001-07-24,26.139999,26.139999,26.139999,26.139999,18.567547,0
2001-07-25,26.500000,26.500000,26.500000,26.500000,18.823259,0
2001-07-26,26.809999,26.809999,26.809999,26.809999,19.043457,0
2001-07-27,26.879999,26.879999,26.879999,26.879999,19.093182,0
2001-07-30,26.850000,26.850000,26.850000,26.850000,19.071878,0
2001-07-31,26.980000,26.980000,26.980000,26.980000,19.164211,0
2001-08-01,27.110001,27.110001,27.110001,27.110001,19.256556,0
2001-08-02,27.200001,27.200001,27.200001,27.200001,19.320475,0
2001-08-03,27.080000,27.080000,27.080000,27.080000,19.235243,0
2001-08-06,26.770000,26.770000,26.770000,26.770000,19.015049,0
2001-08-07,26.830000,26.830000,26.830000,26.830000,19.057655,0
2001-08-08,26.379999,26.379999,26.379999,26.379999,18.738026,0
2001-08-09,26.370001,26.370001,26.370001,26.370001,18.730917,0
2001-08-10,26.490000,26.490000,26.490000,26.490000,18.816154,0
2001-08-13,26.549999,26.549999,26.549999,26.549999,18.858778,0
2001-08-14,26.480000,26.480000,26.480000,26.480000,18.809055,0
2001-08-15,26.299999,26.299999,26.299999,26.299999,18.681198,0
2001-08-16,26.360001,26.360001,26.360001,26.360001,18.723818,0
