date,Category,net_worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,Pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
1994:Q3,Next9,8820875,9550050,2165584,480778,1223196,2729687,1015621,1935184,729175,605125,77204,46846
1994:Q3,Next40,9286245,11119255,3915655,1005031,584089,3189637,562001,1862841,1833010,1424643,355128,53239
1994:Q3,Bottom50,956508,2487796,1188033,565775,57572,272678,58764,344973,1531288,958760,514382,58146
1994:Q4,Top1,7171045,7357949,878189,350584,1754349,579795,1720819,2074213,186904,136690,11094,39120
1994:Q4,Next9,8831990,9572751,2151880,483167,1196254,2788657,1015085,1937708,740761,610333,80907,49521
1994:Q4,Next40,9323701,11193132,3976092,1013332,565236,3197300,562125,1879046,1869431,1432489,379523,57419
1994:Q4,Bottom50,921606,2521359,1199898,577080,58071,274508,58614,353189,1599754,986428,549644,63682
1995:Q1,Top1,7434424,7626797,870680,360380,1899816,614106,1770334,2111481,192373,140012,12414,39947
1995:Q1,Next9,8946188,9674218,2152890,484562,1258952,2835703,1012352,1929759,728030,605364,79678,42988
1995:Q1,Next40,9438417,11307687,4004703,1023954,579882,3255634,560984,1882530,1869270,1435067,377400,56803
1995:Q1,Bottom50,953241,2587407,1223798,591803,61000,292028,58968,359810,1634165,1011482,555054,67629
1995:Q2,Top1,7622492,7819383,837654,359229,2044965,626845,1808040,2142650,196891,143920,12371,40600
1995:Q2,Next9,9090104,9811573,2156706,498063,1332417,2902971,1004135,1917282,721469,600305,81242,39922
1995:Q2,Next40,9548904,11443732,3997875,1028044,606501,3336938,565165,1909209,1894827,1446030,390620,58177
1995:Q2,Bottom50,1025787,2725291,1332894,598984,63867,305836,58927,364782,1699504,1048047,578893,72564
1995:Q3,Top1,7877052,8076755,817116,361857,2216953,639455,1853064,2188309,199703,148246,11338,40119
1995:Q3,Next9,9256194,9986870,2170335,505276,1426623,2969095,1004000,1911540,730676,603855,83546,43275
1995:Q3,Next40,9678437,11606332,4011238,1031425,643405,3428245,570999,1921019,1927894,1456972,407923,62999
1995:Q3,Bottom50,1065361,2831272,1414447,606430,67172,319118,59179,364925,1765911,1080698,606792,78421
1995:Q4,Top1,8107577,8313725,830877,360516,2365809,667583,1863557,2225383,206148,150493,10190,45465
1995:Q4,Next9,9505455,10245219,2201645,513900,1548096,3010668,1021987,1948923,739764,606722,91037,42005
1995:Q4,Next40,9873828,11856234,4040507,1046087,707310,3508568,585291,1968471,1982407,1485319,431315,65773
1995:Q4,Bottom50,1064013,2851905,1416448,608751,71023,326805,62629,366249,1787891,1077391,635618,74882
1996:Q1,Top1,8236202,8449096,850161,361679,2433012,683252,1870787,2250205,212894,153710,13102,46082
1996:Q1,Next9,9708029,10472151,2248224,521219,1623860,3057206,1023606,1998037,764123,615466,93004,55653
1996:Q1,Next40,10091961,12111144,4078500,1064991,759111,3590312,610212,2008018,2019182,1523932,425105,70145
1996:Q1,Bottom50,1079625,2865920,1415665,614533,73529,331931,64165,366096,1786295,1085198,630996,70101
1996:Q2,Top1,8327696,8548534,869751,355572,2500720,697080,1861027,2264385,220839,157017,12901,50921
1996:Q2,Next9,9848587,10637492,2261225,534127,1692527,3100166,1029017,2020429,788905,632836,98496,57573
1996:Q2,Next40,10264726,12335483,4146085,1076148,803192,3651867,623381,2034810,2070757,1558283,437950,74524
1996:Q2,Bottom50,1076320,2873742,1415557,612983,76046,336098,67280,365777,1797422,1083525,647231,66666
1996:Q3,Top1,8363688,8592093,889484,351814,2482537,719172,1879710,2269376,228405,160478,12736,55191
1996:Q3,Next9,9896020,10710650,2285053,545873,1706892,3143160,997786,2031886,814629,651983,103893,58753
1996:Q3,Next40,10461439,12582509,4204922,1092293,827738,3715892,657092,2084572,2121070,1593658,450320,77092
1996:Q3,Bottom50,1074723,2882432,1414714,615239,77076,340462,66531,368411,1807709,1082719,662898,62092
1996:Q4,Top1,8614673,8848007,916138,357062,2578232,778526,1899839,2318211,233335,163533,12277,57525
1996:Q4,Next9,10117281,10955084,2332398,546143,1791089,3188274,1026082,2071097,837802,664564,110123,63115
1996:Q4,Next40,10669454,12841748,4249424,1105946,876059,3817951,664542,2127826,2172294,1627354,467248,77692
1996:Q4,Bottom50,1060301,2883424,1385958,618842,80083,357054,71984,369502,1823122,1082681,684230,56211
1997:Q1,Top1,8560282,8803625,932890,357452,2575814,789777,1889528,2258163,243343,166427,14907,62009
1997:Q1,Next9,10357067,11215720,2370855,552783,1812759,3222065,1194716,2062542,858653,678851,110903,68899
1997:Q1,Next40,10726604,12925051,4280827,1123698,901440,3863853,637026,2118206,2198447,1657574,455906,84967
1997:Q1,Bottom50,1095261,2898692,1381449,623167,81358,359661,84104,368953,1803431,1077620,672459,53352
1997:Q2,Top1,9025626,9275741,948392,354359,2991655,836752,1915746,2228836,250114,169625,15335,65154
1997:Q2,Next9,10752083,11639082,2400732,565529,2090364,3339798,1149194,2093465,886999,694664,115386,76949
1997:Q2,Next40,11080934,13327819,4335812,1127712,1013034,4001973,681723,2167564,2246885,1691144,463978,91763
1997:Q2,Bottom50,1136649,2946327,1401503,619440,89966,383944,80888,370586,1809678,1076491,683339,49848
1997:Q3,Top1,9308749,9563768,955411,349853,3222223,875820,1925441,2235020,255019,174050,15820,65149
1997:Q3,Next9,11123157,12050026,2441247,579995,2258326,3440018,1196074,2134366,926869,719551,120097,87221
1997:Q3,Next40,11332257,13633996,4364077,1140346,1090284,4125922,695647,2217720,2301739,1736439,473550,91750
1997:Q3,Bottom50,1183343,3010095,1441084,619867,95298,397208,84425,372214,1826752,1086966,696338,43448
1997:Q4,Top1,9444836,9707004,987493,356418,3271112,875398,1946412,2270171,262168,176959,14639,70570
1997:Q4,Next9,11381414,12339648,2510044,578136,2314401,3468540,1304169,2164358,958234,740891,126191,91152
1997:Q4,Next40,11494718,13845856,4418367,1157864,1129792,4164737,693164,2281932,2351138,1762102,488875,100161
1997:Q4,Bottom50,1177362,3006708,1416390,625609,97571,398989,91945,376204,1829346,1074286,714460,40600
1998:Q1,Top1,9996872,10267652,1010743,356249,3744231,910724,1962549,2283156,270780,180483,16712,73585
1998:Q1,Next9,12047162,13038090,2567781,590200,2631934,3617355,1400631,2230188,990929,765602,126936,98391
1998:Q1,Next40,11863402,14242285,4490171,1167339,1257218,4325216,697304,2305037,2378883,1794357,477945,106581
1998:Q1,Bottom50,1261090,3069167,1442855,626348,106917,421306,97681,374061,1808077,1069048,702450,36579
1998:Q2,Top1,10183825,10461250,1057412,355003,3803120,919281,1975983,2350451,277425,184605,16578,76242
1998:Q2,Next9,12234873,13259762,2625541,599680,2692908,3684073,1367301,2290260,1024889,785675,132971,106243
1998:Q2,Next40,12133989,14576311,4626497,1183672,1297521,4393385,739141,2336095,2442322,1838085,494412,109825
1998:Q2,Bottom50,1229786,3065124,1431228,629400,109406,425290,94458,375343,1835338,1079774,723784,31780
1998:Q3,Top1,9798055,10084310,1072240,334435,3302534,909633,1989016,2476453,286255,188744,16694,80817
1998:Q3,Next9,12025567,13078262,2662196,628206,2407655,3630714,1414713,2334779,1052695,808726,138161,105808
1998:Q3,Next40,12116499,14614835,4725987,1205749,1220051,4355776,753389,2353884,2498336,1880026,506381,111929
1998:Q3,Bottom50,1265928,3119171,1508834,628381,102330,405457,97835,376333,1853243,1087343,739482,26418
1998:Q4,Top1,10419851,10711863,1128724,366316,3904552,907775,1999743,2404753,292012,194330,16463,81219
1998:Q4,Next9,12848453,13916544,2758045,614768,2855824,3862885,1446605,2378417,1068090,821049,139621,107420
1998:Q4,Next40,12693394,15261504,4839981,1212282,1409272,4583587,756790,2459593,2568110,1929199,524822,114089
1998:Q4,Bottom50,1258773,3160607,1487965,640433,114588,436546,97247,383828,1901834,1112864,760366,28604
1999:Q1,Top1,10414351,10714805,1153885,377852,3836245,914809,2014396,2417618,300454,199380,18431,82643
1999:Q1,Next9,13003861,14077270,2814786,618567,2864892,3951512,1416649,2410864,1073409,826219,137373,109817
1999:Q1,Next40,12826629,15438749,4918195,1219970,1431737,4656141,774334,2438373,2612121,1974871,525592,111658
1999:Q1,Bottom50,1297990,3224973,1539242,644918,115256,448043,92095,385420,1926983,1136206,761002,29775
1999:Q2,Top1,10777373,11083040,1198438,399468,4142964,919510,2071220,2351440,305667,205142,18963,81562
1999:Q2,Next9,13368119,14468294,2902493,614053,3113787,4083109,1356749,2398103,1100175,837704,137633,124838
1999:Q2,Next40,13112767,15795749,5020665,1234308,1540699,4768316,817867,2413893,2682982,2026243,538911,117828
1999:Q2,Bottom50,1289901,3263870,1555129,657041,122406,462883,82454,383957,1973969,1164109,776074,33786
1999:Q3,Top1,10667696,10980067,1230250,405042,3878207,938307,2156042,2372219,312371,211801,18793,81777
1999:Q3,Next9,13328258,14451051,2973591,622808,2988467,4069834,1408377,2387973,1122793,858502,138880,125411
1999:Q3,Next40,13175760,15931009,5129308,1256233,1510207,4749849,835509,2449903,2755248,2084170,557408,113670
1999:Q3,Bottom50,1308013,3335707,1622163,666649,119521,455591,79584,392200,2027695,1196752,796814,34129
1999:Q4,Top1,11578653,11891243,1281730,429691,4716131,945501,2197990,2320200,312591,217608,16662,78321
1999:Q4,Next9,14197153,15379413,3057678,618696,3575369,4311014,1441345,2375311,1182260,888890,140865,152505
1999:Q4,Next40,13860962,16689161,5251559,1265004,1736636,4940453,846990,2648519,2828200,2123951,578567,125682
1999:Q4,Bottom50,1362620,3423785,1626451,677729,135955,484438,77322,421890,2061165,1204026,817527,39612
2000:Q1,Top1,12046465,12358191,1345353,444026,4961996,957306,2253869,2395641,311726,222742,16158,72826
2000:Q1,Next9,14643549,15891751,3171180,624676,3776988,4449750,1403922,2465235,1248203,918131,139306,190766
2000:Q1,Next40,14120673,17002087,5440606,1287179,1821467,5028830,874858,2549147,2881414,2154949,581719,144746
2000:Q1,Bottom50,1427012,3491917,1674272,692047,142027,491548,70989,421034,2064905,1200909,816582,47414
2000:Q2,Top1,11821676,12141196,1420512,457888,4616629,962952,2308585,2374630,319520,229351,15036,75133
2000:Q2,Next9,14565363,15827357,3286385,627451,3596246,4488355,1380628,2448291,1261993,941712,141128,179153
2000:Q2,Next40,14240816,17191374,5654110,1312523,1770587,5027983,902288,2523883,2950558,2209849,604604,136105
2000:Q2,Bottom50,1406415,3521535,1699586,706850,137968,488110,64605,424416,2115120,1228193,841003,45924
2000:Q3,Top1,11872957,12196278,1466524,463712,4549083,955689,2367219,2394052,323321,236007,12800,74514
2000:Q3,Next9,14919792,16210001,3381959,639318,3602974,4580974,1567797,2436978,1290208,965786,144375,180047
2000:Q3,Next40,14471099,17505166,5817224,1330204,1793660,5091144,870976,2601958,3034067,2264867,635664,133536
2000:Q3,Bottom50,1452160,3627811,1783843,714950,138610,485486,73961,430962,2175651,1255151,874235,46265
2000:Q4,Top1,11506465,11840617,1548685,480951,3866997,937543,2430752,2575689,334152,241842,10836,81474
2000:Q4,Next9,14780325,16058437,3508864,632924,3198286,4562050,1629150,2527164,1278113,973874,148022,156217
2000:Q4,Next40,14571497,17679434,6022327,1357514,1662611,5063642,878336,2695004,3107937,2317442,670077,120418
2000:Q4,Bottom50,1380862,3620816,1780128,730368,127491,467697,74258,440873,2239954,1283627,912332,43995
2001:Q1,Top1,11222689,11565962,1685394,492179,3330862,875319,2494203,2688006,343273,247468,12053,83752
2001:Q1,Next9,14735031,15994416,3696934,630359,2885947,4519240,1630407,2631528,1259384,986390,146181,126813
2001:Q1,Next40,14881098,18022472,6412422,1382439,1565722,5031434,900356,2730099,3141374,2364226,675089,102059
2001:Q1,Bottom50,1346887,3604851,1788090,741756,117946,435697,72177,449185,2257964,1303276,916401,38287
2001:Q2,Top1,11507765,11860782,1734319,505966,3606117,823848,2535682,2654850,353018,255579,14126,83313
2001:Q2,Next9,15288977,16560199,3803236,632793,3134784,4680454,1631956,2676977,1271222,1000834,145894,124494
2001:Q2,Next40,15224200,18455640,6555651,1392093,1693457,5181056,920909,2712473,3231440,2443971,689449,98020
2001:Q2,Bottom50,1341939,3676812,1847694,747927,125215,437236,70256,448484,2334873,1361817,934781,38275
2001:Q3,Top1,10973804,11330906,1777624,507638,2892071,767861,2562993,2822719,357101,263899,12868,80334
2001:Q3,Next9,14914271,16277047,3898336,639110,2666839,4637443,1659475,2775843,1362776,1048833,146100,167843
2001:Q3,Next40,15139392,18471916,6701646,1411733,1515101,5138461,932672,2772303,3332524,2507489,705976,119059
2001:Q3,Bottom50,1329487,3717060,1925692,752832,110481,402436,69567,456053,2387573,1390280,949407,47886
2001:Q4,Top1,11389922,11765097,1858457,518196,3354527,723173,2589813,2720932,375175,271741,14810,88624
2001:Q4,Next9,15503864,16792860,3989870,651860,2990458,4815858,1596179,2748635,1288995,1014525,152659,121811
2001:Q4,Next40,15728842,19161113,6881642,1430383,1652046,5291722,981816,2923504,3432272,2604766,736093,91413
2001:Q4,Bottom50,1284155,3743387,1924053,763821,117590,410369,66845,460709,2459232,1433905,988265,37062
2002:Q1,Top1,11559937,11951390,1946071,525875,3395952,732028,2622861,2728603,391453,281402,16567,93484
2002:Q1,Next9,15723389,17040543,4097095,657937,2993087,4925525,1562381,2804518,1317154,1047053,153265,116836
2002:Q1,Next40,15978398,19488391,7073530,1445155,1640462,5374714,1024319,2930212,3509993,2690122,732709,87162
2002:Q1,Bottom50,1273331,3732780,1917922,769305,114838,411773,64566,454375,2459448,1443831,980976,34641
2002:Q2,Top1,11426375,11832605,2018519,529188,3039438,710659,2686110,2848692,406230,292328,17001,96901
2002:Q2,Next9,15591673,16927745,4208607,664716,2709470,4887892,1528040,2929020,1336072,1080309,157169,98594
2002:Q2,Next40,15748151,19362993,7223524,1471088,1507539,5310311,1076872,2773659,3614842,2792494,747573,74775
2002:Q2,Bottom50,1206117,3704961,1933918,777981,103586,385325,61020,443130,2498844,1473998,995901,28945
2002:Q3,Top1,10895985,11324173,2062565,520249,2409223,681509,2746673,2903955,428188,303566,19879,104743
2002:Q3,Next9,15196963,16533979,4301187,688472,2220829,4849218,1514380,2959894,1337017,1092870,160424,83723
2002:Q3,Next40,15635906,19369088,7352598,1498085,1281374,5237769,1122202,2877060,3733182,2910170,759428,63584
2002:Q3,Bottom50,1197626,3761895,2031439,783963,86051,354558,59169,446715,2564269,1527015,1011878,25376
2002:Q4,Top1,11207904,11651252,2123925,520380,2602871,662827,2805333,2935915,443347,315050,21404,106893
2002:Q4,Next9,15610781,16969642,4385507,709051,2343720,5003250,1534210,2993904,1358861,1113784,164822,80255
2002:Q4,Next40,16050421,19912986,7519484,1509979,1328633,5355691,1156786,3042413,3862564,3026547,777382,58635
2002:Q4,Bottom50,1206175,3838431,2089720,786796,87060,360848,60593,453414,2632256,1575747,1033400,23109
2003:Q1,Top1,11209606,11672976,2215355,528347,2448892,684054,2861455,2934873,463370,325739,25515,112116
2003:Q1,Next9,15771095,17153445,4495826,710466,2204432,5036063,1642158,3064500,1382351,1130559,164783,87009
2003:Q1,Next40,16120202,20084593,7714497,1521468,1255410,5389592,1160227,3043398,3964391,3134221,771256,58914
2003:Q1,Bottom50,1157514,3823421,2071956,789312,80231,360964,68929,452029,2665907,1614814,1027569,23524
2003:Q2,Top1,12035011,12510772,2298829,536594,3011348,723574,2949525,2990902,475761,339545,27805,108411
2003:Q2,Next9,16424738,17910590,4595057,723439,2580074,5210842,1632190,3168988,1485852,1171859,168060,145933
2003:Q2,Next40,16528634,20668953,7915752,1531814,1403191,5552674,1204139,3061383,4140318,3270956,783285,86077
2003:Q2,Bottom50,1117421,3874598,2085821,794247,87925,387570,68500,450535,2757177,1681140,1042780,33257
2003:Q3,Top1,12397572,12890738,2361277,534052,3247266,733669,3062997,2951478,493166,353124,28026,112016
2003:Q3,Next9,16683239,18214797,4687305,748061,2715345,5289383,1613376,3161327,1531558,1230017,172274,129267
2003:Q3,Next40,16774017,21044417,8098738,1549452,1444989,5624577,1255819,3070842,4270400,3395563,799815,75022
2003:Q3,Bottom50,1138333,3955658,2161152,799307,88196,393693,67551,445760,2817326,1729160,1059560,28606
2003:Q4,Top1,13093469,13632645,2405978,538784,3749385,761308,3162042,3015148,539176,364960,30337,143879
2003:Q4,Next9,17356732,18882985,4833087,768174,3022029,5469928,1584952,3204815,1526253,1245028,176258,104967
2003:Q4,Next40,17242609,21643245,8223796,1564467,1547425,5780462,1308435,3218660,4400635,3519275,815882,65478
2003:Q4,Bottom50,1223775,4116968,2283690,806240,92334,416624,65652,452428,2893193,1785612,1080455,27126
2004:Q1,Top1,14140304,14696198,2555654,545101,4024939,766166,3253292,3551046,555894,375852,33485,146557
2004:Q1,Next9,18247085,19808818,4992034,784391,3167299,5616107,1691460,3557527,1561733,1270004,176498,115231
2004:Q1,Next40,17815515,22320046,8620603,1589868,1582083,5880802,1320598,3326093,4504532,3624912,811385,68235
2004:Q1,Bottom50,1209885,4131541,2275544,818398,91869,419219,73463,453048,2921655,1818932,1075104,27619
2004:Q2,Top1,14268416,14844880,2633279,539395,4006270,766984,3440033,3458920,576465,390389,35288,150788
2004:Q2,Next9,18563189,20196774,5136427,816490,3115410,5745325,1831928,3551194,1633585,1330196,178841,124548
2004:Q2,Next40,18000160,22649799,8878012,1613045,1542017,5965690,1345864,3305171,4649639,3761025,818175,70439
2004:Q2,Bottom50,1275172,4264093,2401806,826181,86474,421513,81721,446398,2988922,1878630,1082235,28057
2004:Q3,Top1,14741904,15328335,2736436,546242,4061104,788471,3626706,3569375,586430,403816,36632,145982
2004:Q3,Next9,19106231,20771981,5384059,822375,3101011,5857625,1980869,3626042,1665750,1365777,183574,116399
2004:Q3,Next40,18212297,23005552,9146309,1628269,1507640,6023240,1372271,3327823,4793255,3894920,838176,60159
2004:Q3,Bottom50,1303105,4374674,2506271,830951,81799,420785,88829,446038,3071569,1940891,1106493,24185
2004:Q4,Top1,15553658,16132543,2826045,549984,4453054,877784,3808715,3616961,578885,407995,34605,136285
2004:Q4,Next9,19772545,21552029,5583621,841275,3361177,6072275,2034594,3659088,1779484,1438827,188685,151972
2004:Q4,Next40,18977816,23876984,9478360,1650137,1578480,6185282,1407397,3577328,4899168,3960264,860493,78411
2004:Q4,Bottom50,1330698,4552174,2601852,856775,88305,444411,89309,471523,3221476,2052061,1136336,33079
2005:Q1,Top1,15892872,16470214,2915331,554259,4467054,942996,3966354,3624219,577342,410297,39789,127256
2005:Q1,Next9,20119219,21910931,5800966,848788,3380266,6102079,2026467,3752366,1791712,1453568,186554,151590
2005:Q1,Next40,19196969,24152244,9782726,1671733,1565366,6193820,1458135,3480464,4955275,4034147,846065,75063
2005:Q1,Bottom50,1303398,4661919,2681809,880305,89498,445696,85469,479142,3358521,2191009,1132566,34946
2005:Q2,Top1,16489256,17073982,2994612,568455,4626577,1019136,4180041,3685162,584726,415170,40207,129349
2005:Q2,Next9,20623774,22490573,6071854,846325,3493118,6204482,2066839,3807955,1866798,1526445,188920,151433
2005:Q2,Next40,19626427,24669564,10030663,1694970,1583767,6266365,1518021,3575778,5043137,4113158,854410,75569
2005:Q2,Bottom50,1294145,4806414,2779233,908543,92775,454473,82100,489289,3512269,2324927,1148852,38490
2005:Q3,Top1,17042116,17628996,3068405,567612,4913252,1098739,4403605,3577383,586880,420076,39928,126876
2005:Q3,Next9,21139530,23079684,6318065,859577,3684417,6322910,2114882,3779832,1940154,1600071,192817,147266
2005:Q3,Next40,20092782,25231383,10330091,1705368,1624679,6349741,1578855,3642649,5138601,4193989,870930,73682
2005:Q3,Bottom50,1327851,5007109,2935844,925351,97789,468028,78822,501275,3679258,2463858,1174710,40690
2005:Q4,Top1,17516224,18107634,3143995,566651,5013593,1181226,4570532,3631637,591410,423846,38434,129130
2005:Q4,Next9,21624194,23632668,6528767,874219,3755911,6432421,2206540,3834810,2008474,1680711,196824,130939
2005:Q4,Next40,20623898,25834085,10626189,1720317,1623543,6423283,1612991,3827763,5210187,4255882,887434,66871
2005:Q4,Bottom50,1367663,5186856,3057917,945040,100194,479087,80016,524602,3819192,2579960,1197863,41369
2006:Q1,Top1,18397312,18993821,3113248,581450,5703492,1266065,4599892,3729674,596509,428962,38023,129524
2006:Q1,Next9,22456767,24576284,6650652,870012,4200508,6529713,2301402,4023996,2119518,1776576,198694,144248
2006:Q1,Next40,20563366,25860299,10540138,1737961,1741415,6503928,1602442,3734415,5296933,4328345,892704,75884
2006:Q1,Bottom50,1377691,5339713,3149088,971433,110695,495480,86658,526360,3962023,2705658,1208164,48201
2006:Q2,Top1,18282897,18888429,3133295,578719,5514460,1343836,4570649,3747470,605532,433567,40471,131494
2006:Q2,Next9,22659053,24850831,6758672,884310,4095348,6536875,2466101,4109525,2191777,1849626,198989,143162
2006:Q2,Next40,20464710,25842965,10660646,1754747,1686673,6511362,1555228,3674310,5378255,4409887,891958,76410
2006:Q2,Bottom50,1347727,5472318,3242161,991566,109308,500076,100005,529201,4124591,2853569,1218194,52828
2006:Q3,Top1,18593369,19200252,3133591,576989,5721324,1417156,4617890,3733303,606883,435660,41990,129233
2006:Q3,Next9,23088244,25352440,6839199,902313,4238645,6641646,2619853,4110784,2264196,1909458,202326,152412
2006:Q3,Next40,20741889,26199965,10730626,1767689,1708968,6593987,1528033,3870662,5458075,4465348,910344,82383
2006:Q3,Bottom50,1347851,5639711,3343587,1011458,113296,517417,111027,542927,4291860,2976201,1256780,58879
2006:Q4,Top1,19110771,19715434,3105502,583495,6217490,1489029,4704233,3615685,604663,434809,41287,128567
2006:Q4,Next9,23578990,25922949,6919154,907223,4565528,6792569,2657266,4081210,2343959,1958278,205764,179917
2006:Q4,Next40,21071952,26585405,10681860,1776418,1789018,6719261,1549370,4069478,5513453,4486304,926066,101083
2006:Q4,Bottom50,1385894,5800872,3435656,1031372,121216,536416,112371,563841,4414978,3060869,1283599,70510
2007:Q1,Top1,19615524,20217842,3030297,596014,6566773,1554743,4629606,3840408,602317,436254,43918,122145
2007:Q1,Next9,24293548,26706413,6935174,900561,4801974,6867184,2832198,4369322,2412866,2039559,203154,170153
2007:Q1,Next40,20809680,26336006,10449473,1791868,1841518,6782503,1484063,3986582,5526327,4518766,912386,95175
2007:Q1,Bottom50,1410386,5909448,3483056,1056120,127172,541872,128521,572707,4499063,3147865,1280714,70484
2007:Q2,Top1,19682289,20273901,2979894,605094,6767088,1627038,4470930,3823857,591611,436491,43496,111624
2007:Q2,Next9,24761124,27268579,6934940,903304,4946484,7025220,3047112,4411520,2507455,2093968,206182,207305
2007:Q2,Next40,20655261,26248939,10311067,1803574,1866067,6916919,1389129,3962183,5593678,4554124,925077,114477
2007:Q2,Bottom50,1378797,6014133,3517552,1079344,131169,560636,149099,576333,4635336,3252710,1302210,80416
2007:Q3,Top1,19893785,20490226,2940099,606865,6829919,1684473,4335092,4093779,596441,435807,44641,115993
2007:Q3,Next9,25272776,27805631,6877966,909722,5010818,7121470,3242286,4643368,2532855,2136605,210659,185591
2007:Q3,Next40,20738032,26381090,10208192,1812779,1871026,7000690,1306628,4181774,5643057,4586036,950260,106761
2007:Q3,Bottom50,1266340,6061651,3507251,1097991,133461,567605,167698,587645,4795311,3361003,1349993,84315
2007:Q4,Top1,19493298,20092978,2901087,607289,6430576,1657670,4188541,4307815,599680,438634,45762,115284
2007:Q4,Next9,25219743,27796864,6837015,917101,4791367,7155369,3304919,4791093,2577121,2160656,213249,203216
2007:Q4,Next40,20633123,26322592,9987019,1840172,1798523,7046835,1253667,4396375,5689469,4602230,968660,118579
2007:Q4,Bottom50,1152836,6048830,3476890,1109379,126008,555034,180277,601242,4895994,3423468,1381807,90719
2008:Q1,Top1,18882479,19488771,2774276,595823,5831352,1587560,3945638,4754121,606292,440516,50829,114947
2008:Q1,Next9,24848700,27471126,6695030,936263,4459651,7080907,3105414,5193861,2622425,2183622,209483,229320
2008:Q1,Next40,19878212,25574687,9543226,1871828,1708795,7017618,1267169,4166052,5696476,4604762,956872,134842
2008:Q1,Bottom50,1067007,6018541,3497772,1118570,116207,521674,173989,590329,4951533,3467687,1384824,99022
2008:Q2,Top1,18373926,18981829,2708585,579959,5558997,1570807,3743266,4820215,607903,441339,47981,118583
2008:Q2,Next9,24477034,27101643,6498540,961432,4310215,7132904,2940615,5257937,2624609,2237879,210775,175955
2008:Q2,Next40,19484055,25125113,9282349,1888052,1653513,7081784,1269530,3949884,5641058,4566019,965990,109049
2008:Q2,Bottom50,987772,5908724,3424689,1118365,110381,513041,168703,573544,4920951,3437635,1395707,87609
2008:Q3,Top1,17531603,18140641,2680505,572439,4744209,1499899,3558034,5085555,609038,437998,54259,116781
2008:Q3,Next9,23964298,26620306,6311763,971520,3801481,7069906,2990602,5475034,2656008,2193803,208732,253473
2008:Q3,Next40,18872467,24535187,9077662,1909953,1480888,6993710,1219325,3853649,5662720,4541688,964698,156334
2008:Q3,Bottom50,710838,5718948,3266123,1122857,96937,484511,176489,572030,5008109,3480378,1416124,111607
2008:Q4,Top1,15908516,16548385,2607045,560676,3564194,1350759,3284878,5180832,639868,433708,57548,148612
2008:Q4,Next9,22925470,25382404,6209355,967662,3050259,6908644,2823869,5422615,2456935,2158019,206667,92249
2008:Q4,Next40,18703956,24235865,8752587,1921018,1246911,6821890,1195498,4297961,5531909,4496107,959179,76623
2008:Q4,Bottom50,612613,5610950,3219472,1115901,78196,417803,171776,607803,4998337,3489424,1420395,88518
2009:Q1,Top1,15513603,16162257,2492045,550275,3111986,1312287,3069328,5626336,648654,431514,66503,150637
2009:Q1,Next9,22960723,25347442,6147500,970685,2745947,6887766,2735645,5859899,2386719,2124367,197740,64612
2009:Q1,Next40,17866435,23328557,8348567,1923548,1127714,6780509,1148526,3999694,5462123,4481105,920489,60529
2009:Q1,Bottom50,602524,5618768,3279969,1106773,69306,395495,172911,594315,5016244,3540041,1393410,82793
2009:Q2,Top1,15912638,16560796,2473468,542690,3896547,1394175,2952308,5301608,648158,430859,66985,150314
2009:Q2,Next9,22965722,25383450,5995698,986382,3291907,7066602,2348808,5694052,2417728,2150804,194741,72183
2009:Q2,Next40,18309211,23730488,8207592,1919947,1285517,7000346,1203620,4113466,5421278,4442302,907368,71608
2009:Q2,Bottom50,538638,5529991,3171901,1098955,78955,430667,150891,598622,4991352,3522848,1379779,88725
2009:Q3,Top1,16929752,17579011,2478326,532604,4696724,1457780,2895858,5517718,649258,427397,71602,150259
2009:Q3,Next9,23588744,25993453,5865182,1002989,3834380,7288260,2115231,5887411,2404708,2122998,192317,89393
2009:Q3,Next40,18457883,23849674,8143202,1909283,1434682,7239814,1240500,3882192,5391791,4403177,902820,85794
2009:Q3,Bottom50,401385,5426331,3066118,1086033,87988,464635,138003,583554,5024947,3535793,1391972,97182
2009:Q4,Top1,16677954,17323569,2480451,535776,4857225,1469243,2871091,5109783,645615,425388,74174,146053
2009:Q4,Next9,23307922,25731586,5833773,1008487,3950128,7411223,2075411,5452564,2423664,2125929,189816,107919
2009:Q4,Next40,19279942,24638887,8041046,1923908,1450080,7359276,1240377,4624200,5358945,4362214,895868,100863
2009:Q4,Bottom50,376133,5402685,2996932,1091850,87982,477348,138230,610343,5026552,3527593,1395159,103800
2010:Q1,Top1,17351502,18008615,2507670,529619,5193972,1482202,2895665,5399487,657113,420698,78051,158364
2010:Q1,Next9,24028494,26458972,5797827,1016794,4179804,7630565,2052711,5781271,2430478,2115249,182662,132567
2010:Q1,Next40,19090402,24379017,8031277,1921028,1497751,7540842,1242817,4145302,5288616,4290921,864445,133250
2010:Q1,Bottom50,329601,5307956,2923472,1083262,90209,487696,142590,580727,4978354,3483832,1367898,126624
2010:Q2,Top1,17129025,17784396,2529351,517538,4698929,1447478,2998830,5592270,655371,418860,78286,158225
2010:Q2,Next9,23959321,26419666,5774554,1018991,3865465,7655343,2239210,5866104,2460346,2134581,180519,145246
